UF;Tipo Crime;Ano;Mês;Vítimas
Rio Grande do Sul;Roubo seguido de morte (latrocínio);2019;2;11
Rio Grande do Sul;Roubo seguido de morte (latrocínio);2019;3;7
Rio Grande do Sul;Roubo seguido de morte (latrocínio);2019;4;7
Rio Grande do Sul;Roubo seguido de morte (latrocínio);2019;5;4
Rio Grande do Sul;Roubo seguido de morte (latrocínio);2019;6;8
Rio Grande do Sul;Roubo seguido de morte (latrocínio);2019;7;5
Rio Grande do Sul;Roubo seguido de morte (latrocínio);2019;8;8
Rio Grande do Sul;Roubo seguido de morte (latrocínio);2019;9;4
Rio Grande do Sul;Roubo seguido de morte (latrocínio);2019;10;1
Rio Grande do Sul;Roubo seguido de morte (latrocínio);2019;11;10
Rio Grande do Sul;Roubo seguido de morte (latrocínio);2019;12;10
Rio Grande do Sul;Roubo seguido de morte (latrocínio);2020;1;8
Rio Grande do Sul;Roubo seguido de morte (latrocínio);2020;2;7
Rio Grande do Sul;Roubo seguido de morte (latrocínio);2020;3;1
Rondônia;Homicídio doloso;2015;1;35
Rondônia;Homicídio doloso;2015;2;40
Rondônia;Homicídio doloso;2015;3;42
Rondônia;Homicídio doloso;2015;4;48
Rondônia;Homicídio doloso;2015;5;49
Rondônia;Homicídio doloso;2015;6;34
Rondônia;Homicídio doloso;2015;7;39
Rondônia;Homicídio doloso;2015;8;50
Rondônia;Homicídio doloso;2015;9;38
Rondônia;Homicídio doloso;2015;10;44
Rondônia;Homicídio doloso;2015;11;45
Rondônia;Homicídio doloso;2015;12;59
Rondônia;Homicídio doloso;2016;1;46
Rondônia;Homicídio doloso;2016;2;55
Rondônia;Homicídio doloso;2016;3;48
Rondônia;Homicídio doloso;2016;4;42
Rondônia;Homicídio doloso;2016;5;53
Rondônia;Homicídio doloso;2016;6;43
Rondônia;Homicídio doloso;2016;7;44
Rondônia;Homicídio doloso;2016;8;38
Rondônia;Homicídio doloso;2016;9;43
Rondônia;Homicídio doloso;2016;10;54
Rondônia;Homicídio doloso;2016;11;46
Rondônia;Homicídio doloso;2016;12;33
Rondônia;Homicídio doloso;2017;1;42
Rondônia;Homicídio doloso;2017;2;35
Rondônia;Homicídio doloso;2017;3;34
Rondônia;Homicídio doloso;2017;4;34
Rondônia;Homicídio doloso;2017;5;53
Rondônia;Homicídio doloso;2017;6;50
Rondônia;Homicídio doloso;2017;7;44
Rondônia;Homicídio doloso;2017;8;34
Rondônia;Homicídio doloso;2017;9;47
Rondônia;Homicídio doloso;2017;10;35
Rondônia;Homicídio doloso;2017;11;40
Rondônia;Homicídio doloso;2017;12;33
Rondônia;Homicídio doloso;2018;1;46
Rondônia;Homicídio doloso;2018;2;26
Rondônia;Homicídio doloso;2018;3;45
Rondônia;Homicídio doloso;2018;4;41
Rondônia;Homicídio doloso;2018;5;33
Rondônia;Homicídio doloso;2018;6;29
Rondônia;Homicídio doloso;2018;7;39
Rondônia;Homicídio doloso;2018;8;37
Rondônia;Homicídio doloso;2018;9;37
Rondônia;Homicídio doloso;2018;10;29
Rondônia;Homicídio doloso;2018;11;30
Rondônia;Homicídio doloso;2018;12;38
Rondônia;Homicídio doloso;2019;1;41
Rondônia;Homicídio doloso;2019;2;34
Rondônia;Homicídio doloso;2019;3;36
Rondônia;Homicídio doloso;2019;4;30
Rondônia;Homicídio doloso;2019;5;32
Rondônia;Homicídio doloso;2019;6;31
Rondônia;Homicídio doloso;2019;7;27
Rondônia;Homicídio doloso;2019;8;25
Rondônia;Homicídio doloso;2019;9;28
Rondônia;Homicídio doloso;2019;10;43
Rondônia;Homicídio doloso;2019;11;36
Rondônia;Homicídio doloso;2019;12;22
Rondônia;Lesão corporal seguida de morte;2015;1;0
Rondônia;Lesão corporal seguida de morte;2015;2;0
Rondônia;Lesão corporal seguida de morte;2015;3;0
Rondônia;Lesão corporal seguida de morte;2015;4;1
Rondônia;Lesão corporal seguida de morte;2015;5;0
Rondônia;Lesão corporal seguida de morte;2015;6;1
Rondônia;Lesão corporal seguida de morte;2015;7;0
Rondônia;Lesão corporal seguida de morte;2015;8;0
Rondônia;Lesão corporal seguida de morte;2015;9;0
Rondônia;Lesão corporal seguida de morte;2015;10;0
Rondônia;Lesão corporal seguida de morte;2015;11;1
Rondônia;Lesão corporal seguida de morte;2015;12;0
Rondônia;Lesão corporal seguida de morte;2016;1;0
Rondônia;Lesão corporal seguida de morte;2016;2;1
Rondônia;Lesão corporal seguida de morte;2016;3;0
Rondônia;Lesão corporal seguida de morte;2016;4;0
Rondônia;Lesão corporal seguida de morte;2016;5;0
Rondônia;Lesão corporal seguida de morte;2016;6;0
Rondônia;Lesão corporal seguida de morte;2016;7;0
Rondônia;Lesão corporal seguida de morte;2016;8;0
Rondônia;Lesão corporal seguida de morte;2016;9;0
Rondônia;Lesão corporal seguida de morte;2016;10;1
Rondônia;Lesão corporal seguida de morte;2016;11;0
Rondônia;Lesão corporal seguida de morte;2016;12;0
Rondônia;Lesão corporal seguida de morte;2017;1;0
Rondônia;Lesão corporal seguida de morte;2017;2;0
Rondônia;Lesão corporal seguida de morte;2017;3;1
Rondônia;Lesão corporal seguida de morte;2017;4;0
Rondônia;Lesão corporal seguida de morte;2017;5;1
Rondônia;Lesão corporal seguida de morte;2017;6;1
Rondônia;Lesão corporal seguida de morte;2017;7;1
Rondônia;Lesão corporal seguida de morte;2017;8;0
Rondônia;Lesão corporal seguida de morte;2017;9;1
Rondônia;Lesão corporal seguida de morte;2017;10;0
Rondônia;Lesão corporal seguida de morte;2017;11;1
Rondônia;Lesão corporal seguida de morte;2017;12;0
Rondônia;Lesão corporal seguida de morte;2018;1;0
Rondônia;Lesão corporal seguida de morte;2018;2;0
Rondônia;Lesão corporal seguida de morte;2018;3;0
Rondônia;Lesão corporal seguida de morte;2018;4;0
Rondônia;Lesão corporal seguida de morte;2018;5;0
Rondônia;Lesão corporal seguida de morte;2018;6;0
Rondônia;Lesão corporal seguida de morte;2018;7;0
Rondônia;Lesão corporal seguida de morte;2018;8;0
Rondônia;Lesão corporal seguida de morte;2018;9;0
Rondônia;Lesão corporal seguida de morte;2018;10;0
Rondônia;Lesão corporal seguida de morte;2018;11;0
Rondônia;Lesão corporal seguida de morte;2018;12;0
Rondônia;Lesão corporal seguida de morte;2019;1;1
Rondônia;Lesão corporal seguida de morte;2019;2;0
Rondônia;Lesão corporal seguida de morte;2019;3;1
Rondônia;Lesão corporal seguida de morte;2019;4;0
Rondônia;Lesão corporal seguida de morte;2019;5;1
Rondônia;Lesão corporal seguida de morte;2019;6;0
Rondônia;Lesão corporal seguida de morte;2019;7;1
Rondônia;Lesão corporal seguida de morte;2019;8;0
Rondônia;Lesão corporal seguida de morte;2019;9;1
Rondônia;Lesão corporal seguida de morte;2019;10;0
Rondônia;Lesão corporal seguida de morte;2019;11;2
Rondônia;Lesão corporal seguida de morte;2019;12;0
Rondônia;Roubo seguido de morte (latrocínio);2015;1;3
Rondônia;Roubo seguido de morte (latrocínio);2015;2;2
Rondônia;Roubo seguido de morte (latrocínio);2015;3;0
Rondônia;Roubo seguido de morte (latrocínio);2015;4;0
Rondônia;Roubo seguido de morte (latrocínio);2015;5;4
Rondônia;Roubo seguido de morte (latrocínio);2015;6;0
Rondônia;Roubo seguido de morte (latrocínio);2015;7;2
Rondônia;Roubo seguido de morte (latrocínio);2015;8;1
Rondônia;Roubo seguido de morte (latrocínio);2015;9;1
Rondônia;Roubo seguido de morte (latrocínio);2015;10;1
Rondônia;Roubo seguido de morte (latrocínio);2015;11;0
Rondônia;Roubo seguido de morte (latrocínio);2015;12;2
Rondônia;Roubo seguido de morte (latrocínio);2016;1;5
Rondônia;Roubo seguido de morte (latrocínio);2016;2;0
Rondônia;Roubo seguido de morte (latrocínio);2016;3;1
Rondônia;Roubo seguido de morte (latrocínio);2016;4;3
Rondônia;Roubo seguido de morte (latrocínio);2016;5;3
Rondônia;Roubo seguido de morte (latrocínio);2016;6;0
Rondônia;Roubo seguido de morte (latrocínio);2016;7;2
Rondônia;Roubo seguido de morte (latrocínio);2016;8;2
Rondônia;Roubo seguido de morte (latrocínio);2016;9;1
Rondônia;Roubo seguido de morte (latrocínio);2016;10;4
Rondônia;Roubo seguido de morte (latrocínio);2016;11;9
Rondônia;Roubo seguido de morte (latrocínio);2016;12;5
Rondônia;Roubo seguido de morte (latrocínio);2017;1;1
Rondônia;Roubo seguido de morte (latrocínio);2017;2;2
Rondônia;Roubo seguido de morte (latrocínio);2017;3;1
Rondônia;Roubo seguido de morte (latrocínio);2017;4;1
Rondônia;Roubo seguido de morte (latrocínio);2017;5;1
Rondônia;Roubo seguido de morte (latrocínio);2017;6;1
Rondônia;Roubo seguido de morte (latrocínio);2017;7;4
Rondônia;Roubo seguido de morte (latrocínio);2017;8;6
Rondônia;Roubo seguido de morte (latrocínio);2017;9;3
Rondônia;Roubo seguido de morte (latrocínio);2017;10;0
Rondônia;Roubo seguido de morte (latrocínio);2017;11;0
Rondônia;Roubo seguido de morte (latrocínio);2017;12;1
Rondônia;Roubo seguido de morte (latrocínio);2018;1;2
Rondônia;Roubo seguido de morte (latrocínio);2018;2;2
Rondônia;Roubo seguido de morte (latrocínio);2018;3;3
Rondônia;Roubo seguido de morte (latrocínio);2018;4;2
Rondônia;Roubo seguido de morte (latrocínio);2018;5;1
Rondônia;Roubo seguido de morte (latrocínio);2018;6;2
Rondônia;Roubo seguido de morte (latrocínio);2018;7;0
Rondônia;Roubo seguido de morte (latrocínio);2018;8;3
Rondônia;Roubo seguido de morte (latrocínio);2018;9;0
Rondônia;Roubo seguido de morte (latrocínio);2018;10;0
Rondônia;Roubo seguido de morte (latrocínio);2018;11;2
Rondônia;Roubo seguido de morte (latrocínio);2018;12;1
Rondônia;Roubo seguido de morte (latrocínio);2019;1;2
Rondônia;Roubo seguido de morte (latrocínio);2019;2;1
Rondônia;Roubo seguido de morte (latrocínio);2019;3;1
Rondônia;Roubo seguido de morte (latrocínio);2019;4;1
Rondônia;Roubo seguido de morte (latrocínio);2019;5;3
Rondônia;Roubo seguido de morte (latrocínio);2019;6;0
Rondônia;Roubo seguido de morte (latrocínio);2019;7;2
Rondônia;Roubo seguido de morte (latrocínio);2019;8;2
Rondônia;Roubo seguido de morte (latrocínio);2019;9;0
Rondônia;Roubo seguido de morte (latrocínio);2019;10;0
Rondônia;Roubo seguido de morte (latrocínio);2019;11;3
Rondônia;Roubo seguido de morte (latrocínio);2019;12;0
Roraima;Homicídio doloso;2015;1;13
Roraima;Homicídio doloso;2015;2;5
Roraima;Homicídio doloso;2015;3;12
Roraima;Homicídio doloso;2015;4;10
Roraima;Homicídio doloso;2015;5;8
Roraima;Homicídio doloso;2015;6;9
Roraima;Homicídio doloso;2015;7;4
Roraima;Homicídio doloso;2015;8;12
Roraima;Homicídio doloso;2015;9;9
Roraima;Homicídio doloso;2015;10;8
Roraima;Homicídio doloso;2015;11;13
Roraima;Homicídio doloso;2015;12;4
Roraima;Homicídio doloso;2016;1;10
Roraima;Homicídio doloso;2016;2;9
Roraima;Homicídio doloso;2016;3;15
Roraima;Homicídio doloso;2016;4;4
Roraima;Homicídio doloso;2016;5;11
Roraima;Homicídio doloso;2016;6;5
Roraima;Homicídio doloso;2016;7;13
Roraima;Homicídio doloso;2016;8;10
Roraima;Homicídio doloso;2016;9;7
Roraima;Homicídio doloso;2016;10;16
Roraima;Homicídio doloso;2016;11;10
Roraima;Homicídio doloso;2016;12;21
Roraima;Homicídio doloso;2017;1;42
Roraima;Homicídio doloso;2017;2;11
Roraima;Homicídio doloso;2017;3;11
Roraima;Homicídio doloso;2017;4;12
Roraima;Homicídio doloso;2017;5;15
Roraima;Homicídio doloso;2017;6;8
Roraima;Homicídio doloso;2017;7;18
Roraima;Homicídio doloso;2017;8;17
Roraima;Homicídio doloso;2017;9;8
Roraima;Homicídio doloso;2017;10;19
Roraima;Homicídio doloso;2017;11;9
Roraima;Homicídio doloso;2017;12;20
Roraima;Homicídio doloso;2018;1;29
Roraima;Homicídio doloso;2018;2;9
Roraima;Homicídio doloso;2018;3;33
Roraima;Homicídio doloso;2018;4;28
Roraima;Homicídio doloso;2018;5;24
Roraima;Homicídio doloso;2018;6;19
Roraima;Homicídio doloso;2018;7;24
Roraima;Homicídio doloso;2018;8;22
Roraima;Homicídio doloso;2018;9;49
Roraima;Homicídio doloso;2018;10;37
Roraima;Homicídio doloso;2018;11;28
Roraima;Homicídio doloso;2018;12;34
Roraima;Homicídio doloso;2019;1;17
Roraima;Homicídio doloso;2019;2;16
Roraima;Homicídio doloso;2019;3;18
Roraima;Homicídio doloso;2019;4;20
Roraima;Homicídio doloso;2019;5;19
Roraima;Homicídio doloso;2019;6;17
Roraima;Homicídio doloso;2019;7;15
Roraima;Homicídio doloso;2019;8;17
Roraima;Homicídio doloso;2019;9;9
Roraima;Homicídio doloso;2019;10;13
Roraima;Homicídio doloso;2019;11;2
Roraima;Homicídio doloso;2019;12;10
Roraima;Homicídio doloso;2020;1;4
Roraima;Homicídio doloso;2020;2;6
Roraima;Homicídio doloso;2020;3;20
Roraima;Lesão corporal seguida de morte;2015;1;2
Roraima;Lesão corporal seguida de morte;2015;3;1
Roraima;Lesão corporal seguida de morte;2015;7;2
Roraima;Lesão corporal seguida de morte;2015;11;1
Roraima;Lesão corporal seguida de morte;2016;1;1
Roraima;Lesão corporal seguida de morte;2016;2;1
Roraima;Lesão corporal seguida de morte;2016;3;1
Roraima;Lesão corporal seguida de morte;2016;6;2
Roraima;Lesão corporal seguida de morte;2016;7;1
Roraima;Lesão corporal seguida de morte;2016;9;1
Roraima;Lesão corporal seguida de morte;2016;12;1
Roraima;Lesão corporal seguida de morte;2017;2;1
Roraima;Lesão corporal seguida de morte;2017;3;1
Roraima;Lesão corporal seguida de morte;2017;7;1
Roraima;Lesão corporal seguida de morte;2017;8;1
Roraima;Lesão corporal seguida de morte;2017;10;1
Roraima;Lesão corporal seguida de morte;2017;12;1
Roraima;Lesão corporal seguida de morte;2018;2;2
Roraima;Lesão corporal seguida de morte;2018;7;1
Roraima;Lesão corporal seguida de morte;2018;9;3
Roraima;Lesão corporal seguida de morte;2018;10;1
Roraima;Lesão corporal seguida de morte;2018;12;2
Roraima;Lesão corporal seguida de morte;2019;1;0
Roraima;Lesão corporal seguida de morte;2019;2;0
Roraima;Lesão corporal seguida de morte;2019;3;1
Roraima;Lesão corporal seguida de morte;2019;4;2
Roraima;Lesão corporal seguida de morte;2019;5;1
Roraima;Lesão corporal seguida de morte;2019;6;1
Roraima;Lesão corporal seguida de morte;2019;7;1
Roraima;Lesão corporal seguida de morte;2019;8;1
Roraima;Lesão corporal seguida de morte;2019;9;0
Roraima;Lesão corporal seguida de morte;2019;10;1
Roraima;Lesão corporal seguida de morte;2019;11;1
Roraima;Lesão corporal seguida de morte;2019;12;0
Roraima;Lesão corporal seguida de morte;2020;1;2
Roraima;Lesão corporal seguida de morte;2020;2;1
Roraima;Roubo seguido de morte (latrocínio);2015;1;1
Roraima;Roubo seguido de morte (latrocínio);2015;5;1
Roraima;Roubo seguido de morte (latrocínio);2015;8;1
Roraima;Roubo seguido de morte (latrocínio);2015;9;2
Roraima;Roubo seguido de morte (latrocínio);2015;10;4
Roraima;Roubo seguido de morte (latrocínio);2015;12;2
Roraima;Roubo seguido de morte (latrocínio);2016;2;2
Roraima;Roubo seguido de morte (latrocínio);2016;5;1
Roraima;Roubo seguido de morte (latrocínio);2016;6;1
Roraima;Roubo seguido de morte (latrocínio);2016;8;1
Roraima;Roubo seguido de morte (latrocínio);2016;11;1
Roraima;Roubo seguido de morte (latrocínio);2017;1;1
Roraima;Roubo seguido de morte (latrocínio);2017;4;1
Roraima;Roubo seguido de morte (latrocínio);2017;7;1
Roraima;Roubo seguido de morte (latrocínio);2017;8;1
Roraima;Roubo seguido de morte (latrocínio);2017;9;2
Roraima;Roubo seguido de morte (latrocínio);2017;10;1
Roraima;Roubo seguido de morte (latrocínio);2018;2;2
Roraima;Roubo seguido de morte (latrocínio);2018;3;1
Roraima;Roubo seguido de morte (latrocínio);2018;5;1
Roraima;Roubo seguido de morte (latrocínio);2018;6;0
Roraima;Roubo seguido de morte (latrocínio);2018;8;1
Roraima;Roubo seguido de morte (latrocínio);2018;9;2
Roraima;Roubo seguido de morte (latrocínio);2018;10;4
Roraima;Roubo seguido de morte (latrocínio);2018;11;2
Roraima;Roubo seguido de morte (latrocínio);2018;12;1
Roraima;Roubo seguido de morte (latrocínio);2019;1;3
Roraima;Roubo seguido de morte (latrocínio);2019;2;1
Roraima;Roubo seguido de morte (latrocínio);2019;3;1
Roraima;Roubo seguido de morte (latrocínio);2019;4;4
Roraima;Roubo seguido de morte (latrocínio);2019;5;1
Roraima;Roubo seguido de morte (latrocínio);2019;6;2
Roraima;Roubo seguido de morte (latrocínio);2019;7;1
Roraima;Roubo seguido de morte (latrocínio);2019;8;0
Roraima;Roubo seguido de morte (latrocínio);2019;9;1
Roraima;Roubo seguido de morte (latrocínio);2019;10;0
Roraima;Roubo seguido de morte (latrocínio);2019;11;1
Roraima;Roubo seguido de morte (latrocínio);2019;12;2
Roraima;Roubo seguido de morte (latrocínio);2020;1;1
Roraima;Roubo seguido de morte (latrocínio);2020;2;2
Roraima;Roubo seguido de morte (latrocínio);2020;3;2
Santa Catarina;Homicídio doloso;2015;1;75
Santa Catarina;Homicídio doloso;2015;2;57
Santa Catarina;Homicídio doloso;2015;3;68
Santa Catarina;Homicídio doloso;2015;4;61
Santa Catarina;Homicídio doloso;2015;5;66
Santa Catarina;Homicídio doloso;2015;6;59
Santa Catarina;Homicídio doloso;2015;7;55
Santa Catarina;Homicídio doloso;2015;8;74
Santa Catarina;Homicídio doloso;2015;9;70
Santa Catarina;Homicídio doloso;2015;10;63
Santa Catarina;Homicídio doloso;2015;11;82
Santa Catarina;Homicídio doloso;2015;12;97
Santa Catarina;Homicídio doloso;2016;1;94
Santa Catarina;Homicídio doloso;2016;2;74
Santa Catarina;Homicídio doloso;2016;3;82
Santa Catarina;Homicídio doloso;2016;4;78
Santa Catarina;Homicídio doloso;2016;5;51
Santa Catarina;Homicídio doloso;2016;6;70
Santa Catarina;Homicídio doloso;2016;7;55
Santa Catarina;Homicídio doloso;2016;8;71
Santa Catarina;Homicídio doloso;2016;9;82
Santa Catarina;Homicídio doloso;2016;10;81
Santa Catarina;Homicídio doloso;2016;11;84
Santa Catarina;Homicídio doloso;2016;12;75
Santa Catarina;Homicídio doloso;2017;1;92
Santa Catarina;Homicídio doloso;2017;2;99
Santa Catarina;Homicídio doloso;2017;3;91
Santa Catarina;Homicídio doloso;2017;4;73
Santa Catarina;Homicídio doloso;2017;5;94
Santa Catarina;Homicídio doloso;2017;6;66
Santa Catarina;Homicídio doloso;2017;7;82
Santa Catarina;Homicídio doloso;2017;8;68
Santa Catarina;Homicídio doloso;2017;9;70
Santa Catarina;Homicídio doloso;2017;10;80
Santa Catarina;Homicídio doloso;2017;11;77
Santa Catarina;Homicídio doloso;2017;12;96
Santa Catarina;Homicídio doloso;2018;1;87
Santa Catarina;Homicídio doloso;2018;2;80
Santa Catarina;Homicídio doloso;2018;3;63
Santa Catarina;Homicídio doloso;2018;4;79
Santa Catarina;Homicídio doloso;2018;5;76
Santa Catarina;Homicídio doloso;2018;6;59
Santa Catarina;Homicídio doloso;2018;7;52
Santa Catarina;Homicídio doloso;2018;8;52
Santa Catarina;Homicídio doloso;2018;9;68
Santa Catarina;Homicídio doloso;2018;10;46
Santa Catarina;Homicídio doloso;2018;11;55
Santa Catarina;Homicídio doloso;2018;12;60
Santa Catarina;Homicídio doloso;2019;1;81
Santa Catarina;Homicídio doloso;2019;2;44
Santa Catarina;Homicídio doloso;2019;3;61
Santa Catarina;Homicídio doloso;2019;4;55
Santa Catarina;Homicídio doloso;2019;5;51
Santa Catarina;Homicídio doloso;2019;6;48
Santa Catarina;Homicídio doloso;2019;7;55
Santa Catarina;Homicídio doloso;2019;8;49
Santa Catarina;Homicídio doloso;2019;9;43
Santa Catarina;Homicídio doloso;2019;10;67
Santa Catarina;Homicídio doloso;2019;11;71
Santa Catarina;Homicídio doloso;2019;12;71
Santa Catarina;Homicídio doloso;2020;1;82
Santa Catarina;Homicídio doloso;2020;2;64
Santa Catarina;Homicídio doloso;2020;3;79
Santa Catarina;Lesão corporal seguida de morte;2015;1;2
Santa Catarina;Lesão corporal seguida de morte;2015;2;2
Santa Catarina;Lesão corporal seguida de morte;2015;3;0
Santa Catarina;Lesão corporal seguida de morte;2015;4;0
Santa Catarina;Lesão corporal seguida de morte;2015;5;2
Santa Catarina;Lesão corporal seguida de morte;2015;6;1
Santa Catarina;Lesão corporal seguida de morte;2015;7;2
Santa Catarina;Lesão corporal seguida de morte;2015;8;0
Santa Catarina;Lesão corporal seguida de morte;2015;9;1
Santa Catarina;Lesão corporal seguida de morte;2015;10;1
Santa Catarina;Lesão corporal seguida de morte;2015;11;2
Santa Catarina;Lesão corporal seguida de morte;2015;12;1
Santa Catarina;Lesão corporal seguida de morte;2016;1;1
Santa Catarina;Lesão corporal seguida de morte;2016;2;3
Santa Catarina;Lesão corporal seguida de morte;2016;3;1
Santa Catarina;Lesão corporal seguida de morte;2016;4;3
Santa Catarina;Lesão corporal seguida de morte;2016;5;2
Santa Catarina;Lesão corporal seguida de morte;2016;6;2
Santa Catarina;Lesão corporal seguida de morte;2016;7;1
Santa Catarina;Lesão corporal seguida de morte;2016;8;1
Santa Catarina;Lesão corporal seguida de morte;2016;9;0
Santa Catarina;Lesão corporal seguida de morte;2016;10;2
Santa Catarina;Lesão corporal seguida de morte;2016;11;2
Santa Catarina;Lesão corporal seguida de morte;2016;12;1
Santa Catarina;Lesão corporal seguida de morte;2017;1;0
Santa Catarina;Lesão corporal seguida de morte;2017;2;6
Santa Catarina;Lesão corporal seguida de morte;2017;3;3
Santa Catarina;Lesão corporal seguida de morte;2017;4;3
Santa Catarina;Lesão corporal seguida de morte;2017;5;1
Santa Catarina;Lesão corporal seguida de morte;2017;6;3
Santa Catarina;Lesão corporal seguida de morte;2017;7;1
Santa Catarina;Lesão corporal seguida de morte;2017;8;1
Santa Catarina;Lesão corporal seguida de morte;2017;9;4
Santa Catarina;Lesão corporal seguida de morte;2017;10;1
Santa Catarina;Lesão corporal seguida de morte;2017;11;1
Santa Catarina;Lesão corporal seguida de morte;2017;12;2
Santa Catarina;Lesão corporal seguida de morte;2018;1;4
Santa Catarina;Lesão corporal seguida de morte;2018;2;1
Santa Catarina;Lesão corporal seguida de morte;2018;3;3
Santa Catarina;Lesão corporal seguida de morte;2018;4;1
Santa Catarina;Lesão corporal seguida de morte;2018;5;3
Santa Catarina;Lesão corporal seguida de morte;2018;6;1
Santa Catarina;Lesão corporal seguida de morte;2018;7;1
Santa Catarina;Lesão corporal seguida de morte;2018;8;3
Santa Catarina;Lesão corporal seguida de morte;2018;9;0
Santa Catarina;Lesão corporal seguida de morte;2018;10;1
Santa Catarina;Lesão corporal seguida de morte;2018;11;2
Santa Catarina;Lesão corporal seguida de morte;2018;12;1
Santa Catarina;Lesão corporal seguida de morte;2019;1;2
Santa Catarina;Lesão corporal seguida de morte;2019;2;0
Santa Catarina;Lesão corporal seguida de morte;2019;3;3
Santa Catarina;Lesão corporal seguida de morte;2019;4;3
Santa Catarina;Lesão corporal seguida de morte;2019;5;2
Santa Catarina;Lesão corporal seguida de morte;2019;6;2
Santa Catarina;Lesão corporal seguida de morte;2019;7;1
Santa Catarina;Lesão corporal seguida de morte;2019;8;2
Santa Catarina;Lesão corporal seguida de morte;2019;9;0
Santa Catarina;Lesão corporal seguida de morte;2019;10;0
Santa Catarina;Lesão corporal seguida de morte;2019;11;0
Santa Catarina;Lesão corporal seguida de morte;2019;12;0
Santa Catarina;Lesão corporal seguida de morte;2020;1;1
Santa Catarina;Lesão corporal seguida de morte;2020;2;3
Santa Catarina;Lesão corporal seguida de morte;2020;3;1
Santa Catarina;Roubo seguido de morte (latrocínio);2015;1;11
Santa Catarina;Roubo seguido de morte (latrocínio);2015;2;10
Santa Catarina;Roubo seguido de morte (latrocínio);2015;3;7
Santa Catarina;Roubo seguido de morte (latrocínio);2015;4;4
Santa Catarina;Roubo seguido de morte (latrocínio);2015;5;7
Santa Catarina;Roubo seguido de morte (latrocínio);2015;6;6
Santa Catarina;Roubo seguido de morte (latrocínio);2015;7;5
Santa Catarina;Roubo seguido de morte (latrocínio);2015;8;1
Santa Catarina;Roubo seguido de morte (latrocínio);2015;9;5
Santa Catarina;Roubo seguido de morte (latrocínio);2015;10;5
Santa Catarina;Roubo seguido de morte (latrocínio);2015;11;4
Santa Catarina;Roubo seguido de morte (latrocínio);2015;12;6
Santa Catarina;Roubo seguido de morte (latrocínio);2016;1;7
Santa Catarina;Roubo seguido de morte (latrocínio);2016;2;5
Santa Catarina;Roubo seguido de morte (latrocínio);2016;3;5
Santa Catarina;Roubo seguido de morte (latrocínio);2016;4;6
Santa Catarina;Roubo seguido de morte (latrocínio);2016;5;7
Santa Catarina;Roubo seguido de morte (latrocínio);2016;6;1
Santa Catarina;Roubo seguido de morte (latrocínio);2016;7;7
Santa Catarina;Roubo seguido de morte (latrocínio);2016;8;3
Santa Catarina;Roubo seguido de morte (latrocínio);2016;9;2
Santa Catarina;Roubo seguido de morte (latrocínio);2016;10;7
Santa Catarina;Roubo seguido de morte (latrocínio);2016;11;3
Santa Catarina;Roubo seguido de morte (latrocínio);2016;12;7
Santa Catarina;Roubo seguido de morte (latrocínio);2017;1;7
Santa Catarina;Roubo seguido de morte (latrocínio);2017;2;6
Santa Catarina;Roubo seguido de morte (latrocínio);2017;3;1
Santa Catarina;Roubo seguido de morte (latrocínio);2017;4;8
Santa Catarina;Roubo seguido de morte (latrocínio);2017;5;2
Santa Catarina;Roubo seguido de morte (latrocínio);2017;6;4
Santa Catarina;Roubo seguido de morte (latrocínio);2017;7;8
Santa Catarina;Roubo seguido de morte (latrocínio);2017;8;6
Santa Catarina;Roubo seguido de morte (latrocínio);2017;9;6
Santa Catarina;Roubo seguido de morte (latrocínio);2017;10;2
Santa Catarina;Roubo seguido de morte (latrocínio);2017;11;3
Santa Catarina;Roubo seguido de morte (latrocínio);2017;12;10
Santa Catarina;Roubo seguido de morte (latrocínio);2018;1;2
Santa Catarina;Roubo seguido de morte (latrocínio);2018;2;1
Santa Catarina;Roubo seguido de morte (latrocínio);2018;3;9
Santa Catarina;Roubo seguido de morte (latrocínio);2018;4;5
Santa Catarina;Roubo seguido de morte (latrocínio);2018;5;2
Santa Catarina;Roubo seguido de morte (latrocínio);2018;6;7
Santa Catarina;Roubo seguido de morte (latrocínio);2018;7;3
Santa Catarina;Roubo seguido de morte (latrocínio);2018;8;1
Santa Catarina;Roubo seguido de morte (latrocínio);2018;9;4
Santa Catarina;Roubo seguido de morte (latrocínio);2018;10;2
Santa Catarina;Roubo seguido de morte (latrocínio);2018;11;4
Santa Catarina;Roubo seguido de morte (latrocínio);2018;12;2
Santa Catarina;Roubo seguido de morte (latrocínio);2019;1;4
Santa Catarina;Roubo seguido de morte (latrocínio);2019;2;0
Santa Catarina;Roubo seguido de morte (latrocínio);2019;3;4
Santa Catarina;Roubo seguido de morte (latrocínio);2019;4;3
Santa Catarina;Roubo seguido de morte (latrocínio);2019;5;2
Santa Catarina;Roubo seguido de morte (latrocínio);2019;6;3
Santa Catarina;Roubo seguido de morte (latrocínio);2019;7;0
Santa Catarina;Roubo seguido de morte (latrocínio);2019;8;2
Santa Catarina;Roubo seguido de morte (latrocínio);2019;9;1
Santa Catarina;Roubo seguido de morte (latrocínio);2019;10;5
Santa Catarina;Roubo seguido de morte (latrocínio);2019;11;1
Santa Catarina;Roubo seguido de morte (latrocínio);2019;12;1
Santa Catarina;Roubo seguido de morte (latrocínio);2020;1;2
